area,price/sqm,condition,status,district,type
100.0,20.0,newly renovated,new building,Mtatsminda,office
330.0,19.87878787878788,newly renovated,new building,Mtatsminda,office
508.0,19.68503937007874,newly renovated,new building,Mtatsminda,office
162.0,20.987654320987655,newly renovated,new building,Mtatsminda,office
350.0,14.285714285714286,newly renovated,new building,Mtatsminda,office
270.0,24.814814814814813,newly renovated,new building,Mtatsminda,office
207.58,13.055207630792946,newly renovated,new building,Mtatsminda,office
175.0,21.142857142857142,newly renovated,new building,Mtatsminda,office
460.0,20.0,needs renovation,new building,Mtatsminda,commercial
124.0,21.774193548387096,newly renovated,new building,Mtatsminda,office
300.0,13.3,newly renovated,new building,Mtatsminda,office
460.0,17.369565217391305,green frame,new building,Mtatsminda,commercial
101.0,9.801980198019802,newly renovated,new building,Mtatsminda,commercial
380.0,11.842105263157896,newly renovated,new building,Mtatsminda,commercial
380.0,10.526315789473685,newly renovated,new building,Mtatsminda,commercial
440.0,9.090909090909092,old renovated,old building,Mtatsminda,commercial
130.0,9.23076923076923,newly renovated,new building,Mtatsminda,commercial
101.0,9.900990099009901,newly renovated,new building,Mtatsminda,commercial
380.0,11.578947368421053,renovated,new building,Mtatsminda,office
185.0,12.432432432432432,newly renovated,new building,Mtatsminda,warehouse
140.0,15.714285714285714,newly renovated,new building,Mtatsminda,office
100.0,18.0,newly renovated,new building,Mtatsminda,warehouse
115.0,17.304347826086957,newly renovated,new building,Mtatsminda,office
370.0,10.0,newly renovated,new building,Mtatsminda,office
110.0,14.545454545454545,newly renovated,new building,Mtatsminda,office
200.0,15.4,needs renovation,old building,Mtatsminda,commercial
150.0,12.0,newly renovated,new building,Mtatsminda,office
200.0,9.95,renovated,new building,Mtatsminda,office
153.0,11.699346405228757,renovated,old building,Mtatsminda,office
350.0,20.0,renovated,old building,Mtatsminda,commercial
150.0,18.666666666666668,newly renovated,new building,Mtatsminda,office
214.0,16.35514018691589,old renovated,old building,Mtatsminda,commercial
110.0,15.454545454545455,newly renovated,new building,Mtatsminda,office
565.0,8.849557522123893,newly renovated,new building,Mtatsminda,commercial
320.0,20.28125,newly renovated,new building,Mtatsminda,office
400.0,13.75,newly renovated,new building,Mtatsminda,office
700.0,8.257142857142858,newly renovated,new building,Mtatsminda,commercial
242.0,10.330578512396695,newly renovated,new building,Mtatsminda,commercial
150.0,13.333333333333334,newly renovated,new building,Mtatsminda,office
230.0,27.82608695652174,newly renovated,old building,Mtatsminda,office
170.0,26.470588235294116,newly renovated,old building,Mtatsminda,office
130.0,9.23076923076923,newly renovated,new building,Mtatsminda,office
149.0,10.06711409395973,newly renovated,new building,Mtatsminda,office
153.0,11.699346405228757,newly renovated,old building,Mtatsminda,office
200.0,21.95,newly renovated,new building,Mtatsminda,office
150.0,18.666666666666668,newly renovated,new building,Mtatsminda,commercial
100.0,10.0,renovated,old building,Mtatsminda,office
290.0,20.0,newly renovated,new building,Mtatsminda,office
250.0,20.8,newly renovated,old building,Mtatsminda,commercial
1863.0,20.397208803005906,newly renovated,new building,Mtatsminda,office
150.0,26.6,newly renovated,new building,Mtatsminda,commercial
250.0,21.4,old renovated,old building,Mtatsminda,commercial
220.0,18.136363636363637,newly renovated,new building,Mtatsminda,office
200.0,11.45,newly renovated,new building,Mtatsminda,commercial
560.0,11.589285714285714,newly renovated,new building,Mtatsminda,commercial
380.0,11.81578947368421,newly renovated,new building,Mtatsminda,office
560.0,9.285714285714286,newly renovated,new building,Mtatsminda,office
560.0,9.285714285714286,newly renovated,new building,Mtatsminda,office
560.0,9.285714285714286,newly renovated,new building,Mtatsminda,office
600.0,8.666666666666666,newly renovated,new building,Mtatsminda,office
460.0,19.543478260869566,green frame,under construction,Mtatsminda,office
200.0,21.5,newly renovated,new building,Mtatsminda,office
500.0,9.0,renovated,old building,Mtatsminda,office
153.0,11.764705882352942,newly renovated,old building,Mtatsminda,office
185.0,11.891891891891891,newly renovated,old building,Mtatsminda,office
153.0,11.764705882352942,newly renovated,old building,Mtatsminda,warehouse
161.0,12.298136645962733,newly renovated,new building,Mtatsminda,commercial
105.0,28.571428571428573,newly renovated,old building,Mtatsminda,commercial
190.0,8.947368421052632,newly renovated,old building,Mtatsminda,commercial
153.0,11.764705882352942,newly renovated,new building,Mtatsminda,commercial
138.0,9.420289855072463,newly renovated,new building,Mtatsminda,office
100.0,20.0,newly renovated,new building,Mtatsminda,commercial
150.0,16.666666666666668,old renovated,old building,Mtatsminda,office
200.0,14.9,renovated,old building,Mtatsminda,commercial
100.0,10.0,newly renovated,new building,Mtatsminda,commercial
100.0,20.0,newly renovated,old building,Mtatsminda,commercial
140.0,20.0,newly renovated,new building,Mtatsminda,commercial
100.0,10.0,newly renovated,new building,Mtatsminda,commercial
100.0,25.0,newly renovated,new building,Mtatsminda,commercial
100.0,20.0,newly renovated,new building,Mtatsminda,commercial
150.0,16.666666666666668,old renovated,old building,Mtatsminda,office
590.0,11.016949152542374,renovated,new building,Mtatsminda,office
400.0,10.0,newly renovated,new building,Mtatsminda,commercial
100.0,19.8,newly renovated,old building,Mtatsminda,commercial
110.0,7.2727272727272725,renovated,old building,Mtatsminda,office
120.0,10.0,newly renovated,old building,Mtatsminda,office
225.0,13.333333333333334,newly renovated,old building,Mtatsminda,commercial
225.0,13.333333333333334,newly renovated,old building,Mtatsminda,office
185.0,11.783783783783784,newly renovated,new building,Mtatsminda,office
200.0,9.25,old renovated,old building,Mtatsminda,commercial
200.0,18.0,newly renovated,new building,Mtatsminda,office
100.0,15.0,newly renovated,new building,Mtatsminda,commercial
230.0,28.26086956521739,newly renovated,new building,Mtatsminda,office
1721.0,28.00697269029634,under renovation,new building,Mtatsminda,office
290.0,28.0,under renovation,under construction,Mtatsminda,office
153.0,11.764705882352942,newly renovated,old building,Mtatsminda,office
580.0,27.93103448275862,under renovation,under construction,Mtatsminda,office
280.0,28.0,under renovation,under construction,Mtatsminda,office
153.0,11.764705882352942,newly renovated,new building,Mtatsminda,office
161.0,12.422360248447205,newly renovated,new building,Mtatsminda,commercial
140.0,8.571428571428571,needs renovation,new building,Mtatsminda,commercial
110.0,11.818181818181818,newly renovated,old building,Mtatsminda,office
161.0,12.422360248447205,newly renovated,new building,Mtatsminda,commercial
330.0,15.0,newly renovated,old building,Mtatsminda,office
350.0,17.142857142857142,newly renovated,new building,Mtatsminda,commercial
1863.0,23.295759527643586,newly renovated,old building,Mtatsminda,office
860.0,28.023255813953487,under renovation,under construction,Mtatsminda,office
460.0,20.0,green frame,new building,Mtatsminda,office
100.0,20.0,renovated,old building,Mtatsminda,commercial
350.0,14.285714285714286,renovated,old building,Mtatsminda,commercial
140.0,3.1785714285714284,under renovation,new building,Nadzaladevi,warehouse
135.0,6.0,newly renovated,new building,Nadzaladevi,office
216.0,15.0,newly renovated,new building,Nadzaladevi,office
100.0,10.0,renovated,new building,Nadzaladevi,commercial
327.0,5.81039755351682,black frame,new building,Nadzaladevi,commercial
100.0,10.0,needs renovation,new building,Nadzaladevi,commercial
174.0,10.0,needs renovation,new building,Nadzaladevi,commercial
327.0,5.81039755351682,needs renovation,new building,Nadzaladevi,commercial
1000.0,3.2,old renovated,new building,Nadzaladevi,warehouse
1000.0,3.2,needs renovation,new building,Nadzaladevi,commercial
145.0,7.655172413793103,newly renovated,new building,Nadzaladevi,commercial
100.0,11.9,newly renovated,new building,Nadzaladevi,commercial
560.0,3.5714285714285716,newly renovated,new building,Nadzaladevi,office
327.0,5.779816513761468,needs renovation,old building,Nadzaladevi,office
200.0,5.5,newly renovated,new building,Nadzaladevi,warehouse
110.0,9.090909090909092,newly renovated,new building,Nadzaladevi,office
327.0,5.81039755351682,needs renovation,old building,Nadzaladevi,commercial
152.0,13.157894736842104,green frame,new building,Nadzaladevi,commercial
885.0,4.994350282485875,newly renovated,old building,Nadzaladevi,warehouse
174.0,9.770114942528735,needs renovation,new building,Nadzaladevi,commercial
100.0,10.0,under renovation,new building,Nadzaladevi,commercial
327.0,5.657492354740061,needs renovation,new building,Nadzaladevi,commercial
100.0,11.1,renovated,new building,Nadzaladevi,commercial
2000.0,10.0,under renovation,new building,Nadzaladevi,office
187.0,17.005347593582886,newly renovated,new building,Nadzaladevi,office
150.0,13.333333333333334,black frame,new building,Nadzaladevi,commercial
700.0,2.3857142857142857,old renovated,old building,Nadzaladevi,warehouse
145.0,7.655172413793103,newly renovated,new building,Nadzaladevi,commercial
152.0,13.157894736842104,renovated,new building,Nadzaladevi,commercial
152.0,13.157894736842104,black frame,new building,Nadzaladevi,commercial
167.0,17.18562874251497,white frame,new building,Nadzaladevi,commercial
300.0,8.666666666666666,black frame,new building,Nadzaladevi,commercial
145.0,7.655172413793103,old renovated,old building,Nadzaladevi,commercial
152.0,13.157894736842104,newly renovated,new building,Nadzaladevi,commercial
130.0,6.153846153846154,newly renovated,new building,Nadzaladevi,commercial
2350.0,4.127659574468085,newly renovated,old building,Nadzaladevi,warehouse
145.0,7.655172413793103,old renovated,old building,Nadzaladevi,commercial
327.0,5.81039755351682,newly renovated,new building,Nadzaladevi,commercial
145.0,7.586206896551724,newly renovated,new building,Nadzaladevi,commercial
1600.0,5.0,under renovation,old building,Nadzaladevi,warehouse
883.0,5.005662514156286,newly renovated,new building,Nadzaladevi,commercial
300.0,8.333333333333334,newly renovated,new building,Nadzaladevi,commercial
170.0,16.470588235294116,newly renovated,new building,Nadzaladevi,commercial
100.0,12.0,newly renovated,new building,Nadzaladevi,commercial
1600.0,4.1,renovated,new building,Nadzaladevi,warehouse
152.0,13.157894736842104,white frame,new building,Nadzaladevi,commercial
1600.0,4.1,renovated,new building,Nadzaladevi,warehouse
327.0,5.81039755351682,needs renovation,new building,Nadzaladevi,commercial
145.0,7.655172413793103,newly renovated,new building,Nadzaladevi,commercial
350.0,12.0,newly renovated,new building,Nadzaladevi,office
850.0,13.529411764705882,renovated,new building,Nadzaladevi,commercial
140.0,3.1785714285714284,under renovation,new building,Nadzaladevi,warehouse
1500.0,8.666666666666666,renovated,new building,Nadzaladevi,commercial
215.0,11.627906976744185,white frame,new building,Nadzaladevi,commercial
2150.0,4.502325581395349,old renovated,old building,Nadzaladevi,warehouse
1600.0,4.1,newly renovated,old building,Nadzaladevi,warehouse
800.0,4.1,newly renovated,old building,Nadzaladevi,warehouse
1600.0,5.0,newly renovated,new building,Nadzaladevi,warehouse
215.0,12.093023255813954,white frame,new building,Nadzaladevi,commercial
150.0,23.333333333333332,renovated,old building,Nadzaladevi,commercial
145.0,7.655172413793103,newly renovated,old building,Nadzaladevi,commercial
187.0,12.994652406417112,newly renovated,new building,Nadzaladevi,office
170.0,5.452941176470588,newly renovated,old building,Nadzaladevi,warehouse
300.0,16.666666666666668,newly renovated,new building,Nadzaladevi,commercial
327.0,5.81039755351682,needs renovation,new building,Nadzaladevi,office
1500.0,10.0,newly renovated,new building,Nadzaladevi,warehouse
187.0,14.973262032085561,newly renovated,new building,Nadzaladevi,commercial
2000.0,10.0,white frame,new building,Nadzaladevi,office
300.0,8.666666666666666,black frame,new building,Nadzaladevi,commercial
151.1,15.023163467902052,black frame,new building,Nadzaladevi,commercial
2700.0,11.11111111111111,newly renovated,new building,Nadzaladevi,commercial
250.0,8.0,newly renovated,new building,Nadzaladevi,commercial
170.0,15.294117647058824,newly renovated,new building,Nadzaladevi,office
327.0,5.657492354740061,needs renovation,new building,Nadzaladevi,commercial
215.0,11.627906976744185,renovated,new building,Nadzaladevi,commercial
120.0,20.833333333333332,newly renovated,new building,Nadzaladevi,commercial
327.0,5.81039755351682,needs renovation,new building,Nadzaladevi,office
187.0,13.368983957219251,newly renovated,new building,Nadzaladevi,commercial
215.0,12.093023255813954,white frame,new building,Nadzaladevi,commercial
135.0,5.555555555555555,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,renovated,new building,Nadzaladevi,commercial
145.0,7.655172413793103,newly renovated,new building,Nadzaladevi,commercial
150.0,13.333333333333334,black frame,new building,Nadzaladevi,commercial
187.0,14.973262032085561,renovated,new building,Nadzaladevi,office
126.0,19.841269841269842,white frame,new building,Nadzaladevi,commercial
150.0,13.333333333333334,black frame,new building,Nadzaladevi,commercial
1600.0,4.5,old renovated,new building,Nadzaladevi,warehouse
106.0,16.9811320754717,newly renovated,new building,Nadzaladevi,commercial
145.0,7.655172413793103,newly renovated,new building,Nadzaladevi,commercial
140.0,21.428571428571427,renovated,old building,Nadzaladevi,commercial
174.0,10.0,renovated,new building,Nadzaladevi,commercial
950.0,5.842105263157895,old renovated,old building,Nadzaladevi,warehouse
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
106.0,14.150943396226415,renovated,new building,Nadzaladevi,commercial
200.0,12.15,newly renovated,new building,Nadzaladevi,office
115.0,7.826086956521739,renovated,new building,Nadzaladevi,commercial
2600.0,2.3076923076923075,newly renovated,new building,Nadzaladevi,warehouse
174.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,office
175.0,9.942857142857143,newly renovated,new building,Nadzaladevi,warehouse
106.0,16.79245283018868,renovated,new building,Nadzaladevi,commercial
120.0,20.833333333333332,newly renovated,old building,Nadzaladevi,office
120.0,20.833333333333332,newly renovated,old building,Nadzaladevi,commercial
120.0,20.833333333333332,newly renovated,old building,Nadzaladevi,office
215.0,12.55813953488372,white frame,new building,Nadzaladevi,commercial
187.0,12.994652406417112,newly renovated,new building,Nadzaladevi,office
122.0,15.0,needs renovation,new building,Nadzaladevi,commercial
145.0,7.655172413793103,renovated,old building,Nadzaladevi,warehouse
215.0,13.953488372093023,black frame,new building,Nadzaladevi,commercial
327.0,5.81039755351682,black frame,new building,Nadzaladevi,commercial
152.0,13.157894736842104,black frame,new building,Nadzaladevi,commercial
187.0,12.994652406417112,newly renovated,new building,Nadzaladevi,office
215.0,12.55813953488372,newly renovated,new building,Nadzaladevi,commercial
140.0,14.285714285714286,white frame,new building,Nadzaladevi,commercial
120.0,20.833333333333332,newly renovated,old building,Nadzaladevi,warehouse
100.0,10.0,renovated,new building,Nadzaladevi,office
1200.0,6.0,renovated,old building,Nadzaladevi,warehouse
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,9.0,renovated,new building,Nadzaladevi,office
450.0,3.2888888888888888,renovated,new building,Nadzaladevi,warehouse
100.0,9.9,newly renovated,new building,Nadzaladevi,office
300.0,9.333333333333334,renovated,old building,Nadzaladevi,commercial
300.0,9.333333333333334,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,renovated,new building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
2350.0,4.1063829787234045,newly renovated,old building,Nadzaladevi,warehouse
100.0,9.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
150.0,13.333333333333334,black frame,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
120.0,20.833333333333332,newly renovated,old building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
175.0,9.942857142857143,newly renovated,new building,Nadzaladevi,commercial
330.0,5.757575757575758,needs renovation,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
1500.0,9.333333333333334,newly renovated,new building,Nadzaladevi,warehouse
1480.0,7.027027027027027,newly renovated,new building,Nadzaladevi,warehouse
102.0,19.607843137254903,renovated,new building,Nadzaladevi,warehouse
100.0,10.0,needs renovation,new building,Nadzaladevi,commercial
215.0,13.953488372093023,white frame,new building,Nadzaladevi,commercial
215.0,12.55813953488372,white frame,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
300.0,9.333333333333334,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
300.0,9.333333333333334,newly renovated,new building,Nadzaladevi,commercial
2350.0,5.531914893617022,old renovated,old building,Nadzaladevi,warehouse
327.0,5.81039755351682,black frame,new building,Nadzaladevi,commercial
4000.0,7.5,newly renovated,new building,Nadzaladevi,warehouse
120.0,8.333333333333334,newly renovated,new building,Nadzaladevi,commercial
102.0,19.607843137254903,renovated,new building,Nadzaladevi,warehouse
312.0,9.006410256410257,renovated,new building,Nadzaladevi,warehouse
300.0,9.0,newly renovated,new building,Nadzaladevi,commercial
140.0,3.1785714285714284,newly renovated,new building,Nadzaladevi,warehouse
315.0,8.0,newly renovated,new building,Nadzaladevi,warehouse
200.0,5.5,old renovated,old building,Nadzaladevi,warehouse
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,12.0,newly renovated,new building,Nadzaladevi,commercial
140.0,3.1785714285714284,newly renovated,new building,Nadzaladevi,warehouse
220.0,5.909090909090909,newly renovated,new building,Nadzaladevi,commercial
152.0,13.157894736842104,black frame,new building,Nadzaladevi,commercial
200.0,15.0,newly renovated,new building,Nadzaladevi,commercial
527.0,5.692599620493358,newly renovated,old building,Nadzaladevi,commercial
740.0,5.0,newly renovated,old building,Nadzaladevi,commercial
850.0,4.988235294117647,newly renovated,new building,Nadzaladevi,warehouse
370.0,4.513513513513513,newly renovated,new building,Nadzaladevi,commercial
1160.0,3.9655172413793105,newly renovated,new building,Nadzaladevi,commercial
950.0,5.7894736842105265,renovated,new building,Nadzaladevi,warehouse
2600.0,2.3846153846153846,newly renovated,new building,Nadzaladevi,warehouse
2600.0,2.6923076923076925,newly renovated,old building,Nadzaladevi,warehouse
2600.0,2.7,newly renovated,new building,Nadzaladevi,warehouse
1600.0,4.5,old renovated,old building,Nadzaladevi,warehouse
2150.0,4.465116279069767,renovated,old building,Nadzaladevi,warehouse
2600.0,4.0,newly renovated,new building,Nadzaladevi,warehouse
200.0,5.0,newly renovated,new building,Nadzaladevi,commercial
120.0,8.333333333333334,renovated,old building,Nadzaladevi,commercial
136.0,11.029411764705882,white frame,new building,Nadzaladevi,warehouse
120.0,12.5,white frame,new building,Nadzaladevi,commercial
800.0,1.875,needs renovation,new building,Nadzaladevi,commercial
330.0,5.757575757575758,black frame,new building,Nadzaladevi,commercial
175.0,9.942857142857143,needs renovation,new building,Nadzaladevi,commercial
100.0,10.0,needs renovation,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
174.0,10.0,newly renovated,new building,Nadzaladevi,commercial
140.0,21.428571428571427,newly renovated,new building,Nadzaladevi,commercial
140.0,7.928571428571429,renovated,old building,Nadzaladevi,warehouse
140.0,7.928571428571429,renovated,old building,Nadzaladevi,warehouse
300.0,9.333333333333334,newly renovated,new building,Nadzaladevi,commercial
520.0,4.230769230769231,old renovated,old building,Nadzaladevi,warehouse
1200.0,5.0,newly renovated,old building,Nadzaladevi,warehouse
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,9.0,newly renovated,new building,Nadzaladevi,commercial
100.0,9.6,newly renovated,new building,Nadzaladevi,commercial
800.0,6.0,renovated,old building,Nadzaladevi,warehouse
102.0,19.607843137254903,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
170.0,16.470588235294116,newly renovated,new building,Nadzaladevi,office
215.8,12.511584800741426,white frame,new building,Nadzaladevi,commercial
114.0,8.131578947368421,newly renovated,new building,Nadzaladevi,office
1448.0,8.977900552486188,newly renovated,old building,Nadzaladevi,commercial
625.0,5.936,renovated,new building,Nadzaladevi,office
2600.0,3.0,newly renovated,new building,Nadzaladevi,commercial
2600.0,3.0,newly renovated,new building,Nadzaladevi,commercial
1600.0,4.4375,needs renovation,new building,Nadzaladevi,warehouse
300.0,7.4,newly renovated,new building,Nadzaladevi,commercial
950.0,5.842105263157895,old renovated,old building,Nadzaladevi,warehouse
800.0,1.85,white frame,new building,Nadzaladevi,commercial
1330.0,3.0,renovated,new building,Nadzaladevi,warehouse
740.0,5.0,newly renovated,new building,Nadzaladevi,commercial
1565.0,2.3003194888178915,under renovation,new building,Nadzaladevi,office
1000.0,3.2,needs renovation,new building,Nadzaladevi,commercial
230.0,13.043478260869565,old renovated,old building,Nadzaladevi,office
500.0,5.4,under renovation,new building,Nadzaladevi,commercial
300.0,8.0,newly renovated,new building,Nadzaladevi,commercial
300.0,8.0,newly renovated,new building,Nadzaladevi,office
180.0,13.0,newly renovated,new building,Nadzaladevi,commercial
152.0,15.131578947368421,green frame,new building,Nadzaladevi,commercial
152.0,15.131578947368421,green frame,new building,Nadzaladevi,commercial
520.0,4.230769230769231,old renovated,old building,Nadzaladevi,warehouse
240.0,8.333333333333334,newly renovated,new building,Nadzaladevi,office
520.0,3.8461538461538463,newly renovated,new building,Nadzaladevi,warehouse
175.0,11.428571428571429,white frame,new building,Nadzaladevi,commercial
120.0,16.666666666666668,newly renovated,under construction,Nadzaladevi,office
500.0,4.0,old renovated,old building,Nadzaladevi,commercial
120.0,15.666666666666666,white frame,new building,Nadzaladevi,commercial
295.0,6.101694915254237,under renovation,new building,Nadzaladevi,commercial
295.0,6.101694915254237,newly renovated,new building,Nadzaladevi,warehouse
1400.0,8.0,newly renovated,new building,Nadzaladevi,warehouse
312.0,9.006410256410257,newly renovated,new building,Nadzaladevi,warehouse
100.0,10.0,newly renovated,new building,Nadzaladevi,office
167.0,17.18562874251497,white frame,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,13.5,newly renovated,new building,Nadzaladevi,commercial
174.0,10.0,newly renovated,new building,Nadzaladevi,commercial
1480.0,6.756756756756757,newly renovated,new building,Nadzaladevi,warehouse
140.0,21.428571428571427,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,commercial
312.0,6.410256410256411,newly renovated,new building,Nadzaladevi,warehouse
215.0,12.55813953488372,white frame,new building,Nadzaladevi,commercial
100.0,9.9,newly renovated,new building,Nadzaladevi,commercial
2350.0,4.1063829787234045,newly renovated,old building,Nadzaladevi,warehouse
100.0,13.5,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
100.0,9.0,newly renovated,new building,Nadzaladevi,office
100.0,9.0,newly renovated,new building,Nadzaladevi,office
350.0,12.0,newly renovated,new building,Nadzaladevi,office
300.0,9.333333333333334,newly renovated,old building,Nadzaladevi,commercial
200.0,9.0,old renovated,old building,Nadzaladevi,office
100.0,13.5,newly renovated,new building,Nadzaladevi,commercial
100.0,13.5,newly renovated,new building,Nadzaladevi,commercial
650.0,6.0,newly renovated,new building,Nadzaladevi,warehouse
350.0,15.0,newly renovated,new building,Nadzaladevi,office
380.0,11.842105263157896,newly renovated,new building,Nadzaladevi,office
280.0,5.357142857142857,old renovated,old building,Nadzaladevi,warehouse
100.0,10.0,renovated,new building,Nadzaladevi,warehouse
154.0,14.935064935064934,white frame,new building,Nadzaladevi,commercial
327.0,5.81039755351682,needs renovation,old building,Nadzaladevi,commercial
600.0,13.333333333333334,white frame,under construction,Nadzaladevi,commercial
280.0,4.392857142857143,old renovated,old building,Nadzaladevi,warehouse
340.0,10.294117647058824,newly renovated,new building,Nadzaladevi,commercial
200.0,3.705,newly renovated,new building,Nadzaladevi,warehouse
145.0,7.517241379310345,old renovated,old building,Nadzaladevi,warehouse
135.0,5.762962962962963,newly renovated,new building,Nadzaladevi,office
215.0,12.093023255813954,white frame,new building,Nadzaladevi,office
100.0,12.5,newly renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
152.0,12.5,green frame,new building,Nadzaladevi,office
125.0,20.0,under renovation,new building,Nadzaladevi,commercial
1500.0,10.0,newly renovated,new building,Nadzaladevi,warehouse
140.0,6.442857142857143,newly renovated,old building,Nadzaladevi,warehouse
135.0,5.925925925925926,newly renovated,new building,Nadzaladevi,commercial
100.0,7.5,newly renovated,new building,Nadzaladevi,commercial
167.0,17.18562874251497,white frame,new building,Nadzaladevi,commercial
100.0,14.0,newly renovated,new building,Nadzaladevi,commercial
200.0,5.5,old renovated,old building,Nadzaladevi,warehouse
650.0,6.0,newly renovated,new building,Nadzaladevi,warehouse
100.0,9.9,newly renovated,new building,Nadzaladevi,commercial
102.0,19.607843137254903,renovated,new building,Nadzaladevi,commercial
100.0,10.0,renovated,new building,Nadzaladevi,commercial
100.0,10.0,newly renovated,new building,Nadzaladevi,office
450.0,10.0,under renovation,new building,Saburtalo,office
139.0,11.151079136690647,renovated,old building,Saburtalo,office
200.0,12.0,white frame,new building,Saburtalo,office
250.0,7.2,under renovation,old building,Saburtalo,commercial
103.0,10.970873786407767,newly renovated,new building,Saburtalo,commercial
110.0,30.0,newly renovated,new building,Saburtalo,commercial
115.0,9.565217391304348,newly renovated,new building,Saburtalo,office
102.0,2.450980392156863,renovated,old building,Saburtalo,commercial
175.0,16.571428571428573,under renovation,new building,Saburtalo,office
156.0,16.666666666666668,black frame,new building,Saburtalo,commercial
110.0,14.545454545454545,renovated,old building,Saburtalo,office
250.0,18.0,needs renovation,old building,Saburtalo,commercial
105.0,7.619047619047619,renovated,new building,Saburtalo,office
100.0,13.9,old renovated,old building,Saburtalo,commercial
1400.0,12.857142857142858,white frame,new building,Saburtalo,commercial
175.0,12.571428571428571,newly renovated,new building,Saburtalo,commercial
110.0,30.0,newly renovated,old building,Saburtalo,commercial
140.0,10.0,newly renovated,new building,Saburtalo,office
150.0,13.333333333333334,newly renovated,new building,Saburtalo,commercial
110.0,10.090909090909092,newly renovated,new building,Saburtalo,commercial
108.94,9.179364787956674,renovated,old building,Saburtalo,commercial
120.0,11.666666666666666,newly renovated,new building,Saburtalo,commercial
270.0,14.444444444444445,renovated,new building,Saburtalo,commercial
200.0,20.0,newly renovated,new building,Saburtalo,commercial
205.0,9.75609756097561,newly renovated,old building,Saburtalo,commercial
110.0,30.0,newly renovated,old building,Saburtalo,commercial
120.0,10.0,newly renovated,new building,Saburtalo,commercial
250.0,14.0,newly renovated,new building,Saburtalo,office
120.0,11.666666666666666,newly renovated,new building,Saburtalo,office
110.0,18.181818181818183,newly renovated,old building,Saburtalo,office
5800.0,20.0,under renovation,new building,Saburtalo,office
130.0,7.6923076923076925,newly renovated,old building,Saburtalo,office
130.0,7.3076923076923075,newly renovated,new building,Saburtalo,commercial
120.0,9.166666666666666,newly renovated,new building,Saburtalo,office
120.0,9.166666666666666,newly renovated,new building,Saburtalo,office
115.0,11.304347826086957,newly renovated,new building,Saburtalo,office
105.0,14.285714285714286,newly renovated,new building,Saburtalo,commercial
160.0,10.0,newly renovated,new building,Saburtalo,commercial
180.0,9.444444444444445,newly renovated,new building,Saburtalo,office
190.0,9.473684210526315,newly renovated,new building,Saburtalo,office
180.0,10.0,newly renovated,new building,Saburtalo,office
128.0,15.625,newly renovated,new building,Saburtalo,commercial
170.0,14.705882352941176,newly renovated,new building,Saburtalo,office
180.0,13.88888888888889,newly renovated,new building,Saburtalo,commercial
230.0,12.608695652173912,newly renovated,new building,Saburtalo,office
140.0,20.714285714285715,newly renovated,new building,Saburtalo,commercial
450.0,7.111111111111111,renovated,new building,Saburtalo,commercial
240.0,16.666666666666668,newly renovated,new building,Saburtalo,office
330.0,12.121212121212121,white frame,new building,Saburtalo,commercial
450.0,10.0,under renovation,new building,Saburtalo,commercial
316.0,15.822784810126583,newly renovated,new building,Saburtalo,commercial
320.0,18.75,newly renovated,new building,Saburtalo,office
434.0,18.433179723502302,newly renovated,new building,Saburtalo,commercial
